intervention,inclusion_tier,registry_trials,max_phase,statuses,trials_with_posted_results,category,traditional,abandoned_reason,termination_reasons,verdict_class,verdict_sublabel,evidence_tier,evidence_tier_sublabel,n_human_studies,n_mono_randomised,strongest_design,key_result_pmid,key_result_verbatim,metric,duration_weeks,comparator_arm_change,endpoint_dimension,indirect_only,conflict_present,conflict_note,safety,pooled_context_pmids,combination_evidence_pmids,why,curated,curation_note,duplicate_of,registry_only_result
NIP292,I3,1,PHASE1,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
ORIN1001,I3,1,PHASE1,SUSPENDED,0,investigational_drug,False,unknown,Partnership activities ongoing,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
PBI-4050,I1,1,PHASE2,COMPLETED,0,investigational_drug,False,not_applicable,,Uncertain,non-randomised or indirect human evidence only,Uncertain,observational or uncontrolled only,1,0,non_randomised_trial,30578394.0,"There were no significant changes in forced vital capacity (FVC), either in % predicted or mL, from baseline to week 12 for PBI-4050 alone or PBI-4050+nintedanib. In contrast, a statistically significant reduction (p<0.024) in FVC % pred was seen for PBI-4050+pirfenidone after 12 weeks.","Safety, efficacy and pharmacokinetics of PBI-4050",12.0,,"Safety, efficacy and pharmacokinetics of PBI-4050",False,False,,PBI-4050 alone or in combination with nintedanib or pirfenidone was well tolerated with no safety concerns; drug-drug interaction observed with pirfenidone reducing PBI-4050 pharmacokinetic exposure.,,,"1 human studies attributed; strongest non_randomised_trial; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
PIPE-791,I3,2,PHASE2,COMPLETED|RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
PMG1015,I3,2,PHASE1,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
PRS-220,I3,1,PHASE1,COMPLETED,0,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
QAX576,I3,2,PHASE2,COMPLETED|TERMINATED,0,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
RE104,I3,1,PHASE2,RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
RSN0402,I3,1,PHASE1,UNKNOWN,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
RXC007,I3,2,PHASE2,ACTIVE_NOT_RECRUITING|COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
RegenD001,I1,2,PHASE2,COMPLETED,0,cell_therapy,False,not_applicable,,Uncertain,non-randomised or indirect human evidence only,Uncertain,observational or uncontrolled only,1,0,non_randomised_trial,40036154.0,"P63+ basal progenitor cell was safe and tolerated at all doses, with no dose-limiting toxicity or cell therapy-related severe adverse events observed.",incidence and severity of cell therapy-related adverse events,,,incidence and severity of cell therapy-related adverse events,False,False,,No dose-limiting toxicity or cell therapy-related severe adverse events; safe and tolerated at all doses (0.6× to 3.3×10⁶ cells/kg),,,"1 human studies attributed; strongest non_randomised_trial; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
RegenD007,I3,1,EARLY_PHASE1,NOT_YET_RECRUITING,0,cell_therapy,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SAR156597,I1,2,PHASE2,COMPLETED,1,biologic,False,not_applicable,,Failed,"adequately sized randomised evidence, null",Probable,randomised null result,1,1,rct,30337444.0,"The mean change from baseline in FVC % pred at 52 weeks was -5.8%, -5.2% and -6.3% for the placebo, Q2W and QW arms, respectively (Q2W versus placebo, p=0.59; QW versus placebo, p=0.63).",absolute change from baseline in forced vital capacity (FVC) % predicted at 52 weeks,52.0,placebo,absolute change from baseline in forced vital capacity (FVC) % predicted at 52 weeks,False,False,,Safety profile generally similar across arms; serious adverse events more common in QW arm,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
SB17170,I3,1,PHASE2,RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SC01009,I3,1,PHASE2,NOT_YET_RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SC1011,I1,3,PHASE2|3,COMPLETED|RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,rct,40065557.0,"SC1011 IR was absorbed rapidly (mean time to maximum concentration, Tmax ≤ 1 h) and eliminated rapidly (mean terminal half-life, t1/2: 1.23-2.64 h) following 50-300 mg single-dose administrations.","safety, tolerability, and pharmacokinetics",1.0,placebo,"safety, tolerability, and pharmacokinetics",True,False,,All treatment-emergent adverse events (TEAEs) with both formulations were mild or moderate in severity; gastrointestinal reactions were the most frequently reported TEAEs; tolerability markedly improv,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
SCB0020160,I3,1,PHASE1,NOT_YET_RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SHR-1906,I1,1,PHASE2,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,rct,37766387.0,Treatment-related treatment-emergent adverse events occurred in 25 participants (46.3%) in the SHR-1906 group and 11 (61.1%) in the placebo group.,safety and tolerability,10.1,placebo,safety and tolerability,True,False,,No serious adverse events occurred; favorable tolerability profile demonstrated at all dose levels up to 45 mg/kg.,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
SM04646,I3,1,PHASE2,WITHDRAWN,0,investigational_drug,False,regulatory_or_commercial,Study withdrawn for business reasons prior to screening or enrolling any subjects.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SRN-001,I3,2,PHASE1,COMPLETED|RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SV001,I3,2,PHASE2,RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
SYH2059,I3,1,PHASE2,NOT_YET_RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
TD-1058,I3,1,PHASE1,TERMINATED,0,investigational_drug,False,safety_toxicity,The Sponsor has decided to stop the study due to business reasons. Study was terminated before initiation of part C and D (Decision to not proceed with Parts C and D was not for safety reasons and do not impact the overall risk benefit of the IMP.),Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
TDI01,I3,2,PHASE3,RECRUITING|UNKNOWN,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
TRK-250,I1,1,PHASE1,COMPLETED,1,investigational_drug,False,not_applicable,,Uncertain,"randomised human data on a non-clinical primary endpoint (safety, pharmacokinetic, deposition, feasibility or mechanistic); no clinical outcome signal",Uncertain,early-phase or single randomised source,1,1,rct,37738329.0,"In all IPF patients who orally inhaled TRK-250, no significant drug-related adverse events (AEs) were observed.",safety,4.0,placebo,safety,False,False,,"AEs were mild or moderate except one severe case with acute exacerbation; coughing was common; one patient discontinued due to coughing; no medically important findings on clinical laboratory, vital s",,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,"PHASE4 CORRECTION (C16): previously labelled 'positive randomised signal below phase 3'. The trial's primary endpoint is not a clinical outcome, so the row carries no efficacy signal.",,
TTI-101,I3,1,PHASE2,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
VUM02,I3,1,PHASE1,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
ZL-2102,I3,1,PHASE1,UNKNOWN,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
ZSP1603,I3,2,PHASE1|2,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
adipose-derived stromal vascular fraction (svf),I3,1,EARLY_PHASE1,UNKNOWN,0,cell_therapy,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
admilparant (BMS-986278),I1,6,PHASE3,ACTIVE_NOT_RECRUITING|COMPLETED|NOT_YET_RECRUITING,1,investigational_drug,False,not_applicable,,Uncertain,phase 2: IPF cohort confidence interval includes zero; the significant result is in the separate PPF cohort,Uncertain,Uncertain (one phase 2 trial; IPF-cohort estimate not statistically significant),1,1,rct,39393084.0,"Treatment differences between 60-mg admilparant and placebo were 1.4% (95% confidence interval, -0.1 to 3.0) for IPF and 3.2% (95% confidence interval, 0.7 to 5.7) for PPF.",rate of change in percent predicted FVC at week 26,26.0,placebo,rate of FVC decline (E1),False,False,,Transient Day 1 postdose blood pressure reductions greater with admilparant; diarrhea at similar frequencies across arms; treatment discontinuations due to adverse events lower with admilparant in PPF,,,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",True,Reclassified from 'Poorly studied' in the Phase 3 retrieval-artefact check (corrections entry C11): the Phase 2 per-entity search had missed the primary report. Graded from the retrieved abstract; full text not read.,,
alemtuzumab,I1,1,PHASE1|2,RECRUITING,0,biologic,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,meta_analysis,30577263.0,"In lung transplantation, alemtuzumab use was associated with lower odds of acute cellular rejection compared with antithymocyte globulin (odds ratio [OR], 0.21; 95% CI, 0.11-0.40; P < .001), lower acute rejection rates (OR, 0.12; 95% CI, 0.03-0.55; P < .01), and infection rates (OR, 0.69; 95% CI, 0.35-1.36; P = .33) when compared with basiliximab.",acute cellular rejection rates and infection rates,,"antithymocyte globulin, basiliximab, tacrolimus",acute cellular rejection rates and infection rates,True,False,,"Infection rates with alemtuzumab vs basiliximab showed OR 0.69 (95% CI, 0.35–1.36; P = .33), not statistically significant",,,"1 human studies attributed; strongest meta_analysis; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
